region,source_name,source_name_local,type,subtype,url_news,url_home,language,rss_or_api,update_frequency,robotics_relevance,priority_tier,collection_route,watch_keywords,verification_role,ticker,origin,notes
Japan,Genki Robotics,Genki Robotics合同会社,Company,Company newsroom,https://genki.com/,https://genki.com/,en,None — scrape,Occasional,"Genki Robotics is a Tokyo-based humanoid robotics startup founded by Android creator Andy Rubin, focusing on practical applications of physical AI.",P1,page scrape,humanoid;Andy Rubin;Series A;physical AI,primary announcement,,Site review v2 (Jul 30),
Japan,Komatsu,株式会社小松製作所,Company,Listed company IR/newsroom,https://www.komatsu.jp/en/newsroom,https://www.komatsu.jp/en,en/ja,None — scrape,Weekly,"Komatsu is a major manufacturer of autonomous construction and mining equipment, making it a key source for heavy industry robotics news.",P1,page scrape,autonomous;mining;construction;automation;smart construction,primary announcement,TSE: 6301,Site review v2 (Jul 30),
Japan,Kubota,株式会社クボタ,Company,Listed company IR/newsroom,https://www.kubota.com/newsroom/,https://www.kubota.com/,en/ja,None — scrape,Monthly,Kubota is a major manufacturer of agricultural machinery and is developing autonomous farming equipment like Agri Robo.,P1,page scrape,Agri Robo;autonomous;robotics;smart agriculture;automation,primary announcement,TYO: 6326,Site review v2 (Jul 30),
Japan,Sony AI,ソニーAI,Company,IR announcements,https://ai.sony/news,https://ai.sony/,en,None — scrape,Monthly,Research updates and press releases on AI and robotics.,P1,page scrape,robotics; AI; automation,corporate announcements,,Registry v1 (Jul 28),English interface available.
Japan,TechMagic,TechMagic株式会社,Company,Company newsroom,https://techmagic.co.jp/news/,https://techmagic.co.jp/,ja,None — scrape,Monthly,"TechMagic develops automated cooking and serving robots for the food service industry, addressing labor shortages with AI and robotics.",P1,page scrape,調理ロボット;業務ロボット;I-Robo;資金調達,primary announcement,,Site review v2 (Jul 30),
Japan,Toyota Research Institute,トヨタ・リサーチ・インスティテュート,Company,IR announcements,https://www.tri.global/news,https://www.tri.global/,en,None — scrape,Monthly,Research updates and press releases on robotics and AI.,P1,page scrape,robotics; AI; automation,corporate announcements,,Registry v1 (Jul 28),English interface available.
Japan,Japan Exchange Group (JPX) / Tokyo Stock Exchange,日本取引所グループ / 東京証券取引所,Exchange,Exchange newsroom / listings,https://www.jpx.co.jp/english/listing/stocks/new/,https://www.jpx.co.jp/english/,en,None — scrape,Weekly,Crucial for tracking robotics and AI startup IPOs and listings on the Tokyo Stock Exchange Growth market.,P1,page scrape + IPO calendar,robotics IPO;listing;prospectus;startup;Growth market,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Japan,Cabinet Office Moonshot,内閣府 ムーンショット型研究開発制度,Government,Program news,https://www8.cao.go.jp/cstp/english/moonshot/top.html,https://www8.cao.go.jp/cstp/english/moonshot/top.html,en,None — scrape,Monthly,Updates on the Moonshot R&D program including robotics goals.,P1,page scrape,robotics; AI; Moonshot,funding filings,,Registry v1 (Jul 28),English translations available.
Japan,MIC,総務省,Government,Ministry press releases,https://www.soumu.go.jp/main_sosiki/joho_tsusin/eng/pressrelease/index.html,https://www.soumu.go.jp/main_sosiki/joho_tsusin/eng/,en,None — scrape,Weekly,Telecommunications and AI/robotics infrastructure policy.,P1,page scrape,AI; robotics; telecommunications,official policy text,,Registry v1 (Jul 28),English translations available.
Japan,Yamaha Motor Robotics,ヤマハ発動機株式会社 ロボティクス事業部,Listed Company Division,,https://global.yamaha-motor.com/business/robot/news/,https://global.yamaha-motor.com/business/robot/,en/ja,RSS: https://global.yamaha-motor.com/rss/,Monthly,"Yamaha Motor Robotics is a major player in industrial automation, SMT, and autonomous vehicles, providing key insights into factory automation trends.",P1,RSS,robotics;SCARA;SMT;automation;industrial robots,primary announcement,TOKYO: 7272,Site review v2 (Jul 30),
Japan,J-PlatPat,特許情報プラットフォーム,Patent,Patent database,https://www.j-platpat.inpit.go.jp/?uri=/s0000/en,https://www.j-platpat.inpit.go.jp/?uri=/s0000/en,en,None — scrape,Weekly,Patent applications and grants for robotics technologies.,P1,page scrape,robotics; AI; automation,patent filings,,Registry v1 (Jul 28),English interface available.
Japan,AIST,産業技術総合研究所,Research,Institute news,https://www.aist.go.jp/aist_e/list/highlights/2018/vol6/,https://www.aist.go.jp/aist_e/,en,None — scrape,Monthly,Research highlights and press releases on robotics R&D.,P1,page scrape,robotics; AI; humanoid,research results,,Registry v1 (Jul 28),English interface available.
Japan,ATR,国際電気通信基礎技術研究所,Research,Institute news,https://dil.atr.jp/ISL/en/institute,https://dil.atr.jp/ISL/en/,en,None — scrape,Monthly,Research highlights and press releases on intelligent robotics and communication.,P1,page scrape,robotics; AI; communication,research results,,Registry v1 (Jul 28),English interface available.
Japan,RIKEN,理化学研究所,Research,Institute news,https://www.riken.jp/en/research/labs/aip/phys/robo-sys/index.html,https://www.riken.jp/en/,en,None — scrape,Monthly,Research highlights and press releases on robotics and AI R&D.,P1,page scrape,robotics; AI; automation,research results,,Registry v1 (Jul 28),English interface available.
Japan,e-Stat METI Machinery Statistics,e-Stat 機械統計,Statistics,Government statistics,https://www.e-stat.go.jp/en,https://www.e-stat.go.jp/en,en,None — scrape,Monthly,Official statistics on industrial robot production and orders.,P1,page scrape,robotics; machinery; production,official statistics,,Registry v1 (Jul 28),English interface available.
Japan,JSK Lab,東京大学 情報システム工学研究室,University,Lab news,http://www.jsk.t.u-tokyo.ac.jp/,http://www.jsk.t.u-tokyo.ac.jp/,en,None — scrape,Monthly,Research updates and publications from the JSK Lab at the University of Tokyo.,P1,page scrape,robotics; humanoid; AI,research results,,Registry v1 (Jul 28),English interface available.
Japan,JEMA,日本電機工業会,Association,Industry association news,https://www.jema-net.or.jp/English/about/2025.html,https://www.jema-net.or.jp/English/index.html,en,None — scrape,Monthly,News and statistics related to electrical manufacturing including industrial apparatus.,P2,page scrape,robotics; automation; electrical,industry statistics,,Registry v1 (Jul 28),English interface available.
Japan,Japan Robot Association (JARA),日本ロボット工業会,Association,Industry association,https://www.jara.jp/e/news/index.html,https://www.jara.jp/e/,en/ja,None — scrape,Occasional,"Authoritative source for Japanese robot production and order statistics, representing a major portion of global supply.",P2,page scrape,statistics;quarterly results;yearly results;orders;production,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Japan,Keyence,キーエンス,Company,Listed company IR/newsroom,https://www.keyence.com/news-events/,https://www.keyence.com/,en/ja,None — scrape,Occasional,"Keyence is a global leader in machine vision, sensors, and factory automation technologies critical for AI robotics.",P2,page scrape,sensor;machine vision;automation;product release,primary announcement,TSE: 6861,Site review v2 (Jul 30),
Japan,Mitsui Fudosan,三井不動産株式会社,Company,Listed company IR/newsroom,https://www.mitsuifudosan.co.jp/english/corporate/news/,https://www.mitsuifudosan.co.jp/english/,en,None — scrape,Occasional,Mitsui Fudosan is a major Japanese real estate developer that recently funded the PASTEC physical-AI semiconductor centre in Kumamoto.,P2,page scrape,robotics;AI;semiconductor;Kumamoto;PASTEC,primary announcement,8801.T,Site review v2 (Jul 30),
Japan,Suzumo Machinery,鈴茂器工,Company,Listed company IR/newsroom,https://www.suzumokikou.com/news,https://www.suzumokikou.com/,en/ja,None — scrape,Occasional,"Suzumo Machinery is a leading manufacturer of sushi and food preparation robots, automating food service and manufacturing.",P2,page scrape,sushi robot;rice-serving robot;food automation;S-Cube;FOOMA,primary announcement,TSE: 6405,Site review v2 (Jul 30),
Japan,iREX,国際ロボット展,Exhibition,Exhibition news,https://global.yamaha-motor.com/showroom/event/2025-irex/,https://global.yamaha-motor.com/showroom/event/2025-irex/,en,None — scrape,Event-driven,News and announcements related to the International Robot Exhibition.,P2,page scrape,robotics; exhibition; iREX,event announcements,,Registry v1 (Jul 28),English interface available.
Japan,Kumamoto Prefecture Government,熊本県,Government,Government press releases,https://www.pref.kumamoto.jp/soshiki/list1-1.html,https://www.pref.kumamoto.jp/,ja/en,RSS: https://www.pref.kumamoto.jp/rss/10/list3.xml,Occasional,"Regional government in Japan where TSMC JASM is located, potentially relevant for semiconductor and physical AI chip hub developments.",P2,RSS,TSMC;JASM;semiconductor;AI chip;robotics,primary announcement,,Site review v2 (Jul 30),
Japan,Japan Times,ジャパンタイムズ,Wire(verification-only),General media,https://www.japantimes.co.jp/,https://www.japantimes.co.jp/,en,None — scrape,Daily,General news media for verification purposes.,P2,page scrape,robotics; automation; business,verification,,Registry v1 (Jul 28),Secondary source.
Japan,Kyodo News,共同通信,Wire(verification-only),General media,https://english.kyodonews.net/,https://english.kyodonews.net/,en,None — scrape,Daily,General news media for verification purposes.,P2,page scrape,robotics; automation; business,verification,,Registry v1 (Jul 28),Secondary source.
Japan,Nikkei,日本経済新聞,Wire(verification-only),General media,https://asia.nikkei.com/,https://asia.nikkei.com/,en,None — scrape,Daily,General news media for verification purposes.,P2,page scrape,robotics; automation; business,verification,,Registry v1 (Jul 28),Secondary source.
Japan,Cyberdyne,サイバーダイン,Company,IR announcements,https://www.cyberdyne.jp/en/news,https://www.cyberdyne.jp/en/,en,None — scrape,Monthly,"Corporate news, product launches, and research updates on rehabilitation robotics.",P1,page scrape,robotics; rehabilitation; automation,,,Registry v1 (Jul 28),
Japan,Denso Wave,デンソーウェーブ,Company,IR announcements,https://www.denso-wave.com/en/robot/info/,https://www.denso-wave.com/en/,en,None — scrape,Monthly,"Corporate news, product launches, and financial results.",P1,page scrape,robotics; automation; cobots,,,Registry v1 (Jul 28),
Japan,Epson Robots,エプソン販売,Company,IR announcements,https://news.epson.com/news,https://epson.com/usa,en,None — scrape,Monthly,"Corporate news, product launches, and financial results.",P1,page scrape,robotics; automation; SCARA,,,Registry v1 (Jul 28),
Japan,FANUC,ファナック,Company,IR announcements,https://www.fanuc.co.jp/en/profile/pr/newsrelease/,https://www.fanuc.co.jp/en/,en,None — scrape,Weekly,"Corporate news, product launches, and financial results.",P0,page scrape,robotics; CNC; automation,,,Registry v1 (Jul 28),
Japan,GITAI,GITAI,Company,IR announcements,https://gitai.tech/news/,https://gitai.tech/,en,None — scrape,Monthly,"Corporate news, product launches, and research updates on space robotics.",P1,page scrape,robotics; space; automation,,,Registry v1 (Jul 28),
Japan,Honda,本田技研工業,Company,IR announcements,https://global.honda/en/robotics/,https://global.honda/en/,en,None — scrape,Monthly,"Corporate news, product launches, and research updates on robotics.",P1,page scrape,robotics; ASIMO; AI,,,Registry v1 (Jul 28),
Japan,Kawada Robotics,カワダロボティクス,Company,IR announcements,https://www.kawada.jp/global/news/,https://www.kawada.jp/global/,en,None — scrape,Monthly,"Corporate news, product launches, and research updates on humanoid robots.",P1,page scrape,robotics; humanoid; automation,,,Registry v1 (Jul 28),
Japan,Kawasaki Robotics,川崎重工業 ロボットビジネスセンター,Company,IR announcements,https://kawasakirobotics.com/news/,https://kawasakirobotics.com/,en,None — scrape,Weekly,"Corporate news, product launches, and financial results.",P0,page scrape,robotics; automation; cobots,,,Registry v1 (Jul 28),
Japan,Mitsubishi Electric,三菱電機,Company,IR announcements,https://www.meaa-mea.com/category/press-releases/,https://www.mitsubishielectric.com/en/,en,None — scrape,Weekly,"Corporate news, product launches, and financial results.",P0,page scrape,robotics; automation; AI,,,Registry v1 (Jul 28),
Japan,Mujin,ムジン,Company,IR announcements,https://mujin-corp.com/resources/news,https://mujin-corp.com/,en,None — scrape,Monthly,"Corporate news, product launches, and research updates on robotics.",P1,page scrape,robotics; AI; automation,,,Registry v1 (Jul 28),
Japan,Nabtesco,ナブテスコ,Company,IR announcements,https://precision.nabtesco.com/en/event/,https://precision.nabtesco.com/en/,en,None — scrape,Monthly,"Corporate news, product launches, and financial results.",P1,page scrape,robotics; automation; precision,,,Registry v1 (Jul 28),
Japan,Nachi-Fujikoshi,不二越,Company,IR announcements,https://www.nachi-fujikoshi.co.jp/eng.html,https://www.nachi-fujikoshi.co.jp/eng.html,en,None — scrape,Monthly,"Corporate news, product launches, and financial results.",P1,page scrape,robotics; automation; hydraulics,,,Registry v1 (Jul 28),
